FID,gis_id,ssc_code,ssc_name,lga_code,Total_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time_Vic,Total_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time_Vic,Total_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work_Vic,Total_Persons_Unemployed,Percentage_Persons_Unemployed,Percentage_Persons_Unemployed_Vic,Year
employment_suburb.fid-70a927cd_165b71c4c19_3227,2561,SSC22561,Trawool,LGA24850,28,60.87,58.08,18,39.13,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3228,491,SSC20491,Carlsruhe,LGA24130,89,52.98,58.08,70,41.67,32.02,4,2.38,3.19,5,2.98,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3229,488,SSC20488,Caringal,LGA20830,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_322a,489,SSC20489,Carisbrook,LGA21670,262,55.04,58.08,175,36.76,32.02,8,1.68,3.19,31,6.51,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_322b,499,SSC20499,Carrajung,LGA26810,27,56.25,58.08,18,37.5,32.02,0,0,3.19,3,6.25,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_322c,783,SSC20783,Dropmore,LGA25620,4,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_322d,500,SSC20500,Carrajung Lower,LGA26810,21,48.84,58.08,16,37.21,32.02,3,6.98,3.19,3,6.98,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_322e,501,SSC20501,Carrajung South,LGA26810,7,38.89,58.08,8,44.44,32.02,0,0,3.19,3,16.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_322f,2693,SSC22693,Warrenbayne,LGA21010,43,58.11,58.08,24,32.43,32.02,4,5.41,3.19,3,4.05,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3230,807,SSC20807,Dunolly,LGA21670,116,46.03,58.08,93,36.9,32.02,8,3.17,3.19,35,13.89,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3231,816,SSC20816,Eagle Point,LGA22110,227,51.83,58.08,157,35.84,32.02,36,8.22,3.19,18,4.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3232,831,SSC20831,Ebden,LGA27170,41,60.29,58.08,24,35.29,32.02,3,4.41,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3233,887,SSC20887,Eurobin,LGA20110,56,52.34,58.08,48,44.86,32.02,0,0,3.19,3,2.8,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3234,871,SSC20871,Eppalock,LGA22620,166,52.7,58.08,112,35.56,32.02,20,6.35,3.19,17,5.4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3235,895,SSC20895,Fairfield,LGA27350,2188,59.3,58.08,1181,32.01,32.02,110,2.98,3.19,211,5.72,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3236,911,SSC20911,Ferntree Gully,LGA23670,8238,59.59,58.08,4350,31.46,32.02,457,3.31,3.19,780,5.64,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3237,2697,SSC22697,Warrnambool,LGA26730,7505,53.12,58.08,5272,37.31,32.02,566,4.01,3.19,786,5.56,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3238,928,SSC20928,Flynns Creek,LGA23810,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3239,949,SSC20949,Fulham,LGA26810,60,59.41,58.08,31,30.69,32.02,10,9.9,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_323a,953,SSC20953,Fyansford,LGA22750,57,59.38,58.08,31,32.29,32.02,3,3.13,3.19,5,5.21,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_323b,2924,SSC22924,Yulecart,LGA26260,39,60,58.08,26,40,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_323c,956,SSC20956,Gannawarra,LGA22250,36,78.26,58.08,10,21.74,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_323d,1643,SSC21643,Merbein South,LGA24780,133,59.91,58.08,71,31.98,32.02,6,2.7,3.19,12,5.41,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_323e,957,SSC20957,Gapsted,LGA20110,50,62.5,58.08,24,30,32.02,3,3.75,3.19,3,3.75,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_323f,970,SSC20970,Gellibrand Lower,LGA21830,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3240,973,SSC20973,Genoa,LGA22110,12,41.38,58.08,11,37.93,32.02,0,0,3.19,6,20.69,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3241,974,SSC20974,Gentle Annie,LGA20830,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3242,983,SSC20983,Gheringhap,LGA22490,38,47.5,58.08,26,32.5,32.02,4,5,3.19,12,15,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3243,2137,SSC22137,Red Hill South,LGA25340,140,51.09,58.08,116,42.34,32.02,9,3.28,3.19,9,3.28,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3244,986,SSC20986,Giffard West,LGA26810,19,52.78,58.08,17,47.22,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3245,2499,SSC22499,Thorpdale South,LGA20830,4,36.36,58.08,4,36.36,32.02,0,0,3.19,3,27.27,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3246,994,SSC20994,Gisborne,LGA24130,2615,58.31,58.08,1512,33.71,32.02,149,3.32,3.19,209,4.66,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3247,995,SSC20995,Gisborne South,LGA24130,245,59.61,58.08,132,32.12,32.02,19,4.62,3.19,15,3.65,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3248,1003,SSC21003,Glen Iris,LGA26350,8090,59.28,58.08,4520,33.12,32.02,346,2.54,3.19,691,5.06,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3249,1005,SSC21005,Glen Valley,LGA22110,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_324a,376,SSC20376,Buldah,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_324b,1006,SSC21006,Glen Waverley,LGA24970,10390,56.37,58.08,6172,33.48,32.02,419,2.27,3.19,1452,7.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_324c,2709,SSC22709,Watsonia North,LGA20660,1164,59.33,58.08,638,32.52,32.02,68,3.47,3.19,92,4.69,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_324d,1077,SSC21077,Grahamvale,LGA22830,223,61.43,58.08,119,32.78,32.02,10,2.75,3.19,11,3.03,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_324e,1027,SSC21027,Glenlogie,LGA25990,10,66.67,58.08,5,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_324f,1013,SSC21013,Glenburn,LGA25620,98,57.65,58.08,59,34.71,32.02,6,3.53,3.19,7,4.12,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3250,1020,SSC21020,Glengarry West,LGA23810,30,58.82,58.08,15,29.41,32.02,3,5.88,3.19,3,5.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3251,2866,SSC22866,Wye River,LGA21750,18,62.07,58.08,5,17.24,32.02,3,10.34,3.19,3,10.34,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3252,1022,SSC21022,Glenhope,LGA24850,16,53.33,58.08,11,36.67,32.02,3,10,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3253,1031,SSC21031,Glenlyon,LGA22910,78,50,58.08,72,46.15,32.02,3,1.92,3.19,3,1.92,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3254,2700,SSC22700,Wartook,LGA23190,19,57.58,58.08,11,33.33,32.02,3,9.09,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3255,2223,SSC22223,Sandringham,LGA20910,2993,58.35,58.08,1753,34.18,32.02,159,3.1,3.19,224,4.37,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3256,1032,SSC21032,Glenmaggie,LGA26810,72,55.81,58.08,38,29.46,32.02,16,12.4,3.19,3,2.33,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3257,1034,SSC21034,Glenorchy,LGA25810,31,56.36,58.08,21,38.18,32.02,0,0,3.19,3,5.45,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3258,2424,SSC22424,Taminick,LGA21010,48,66.67,58.08,14,19.44,32.02,10,13.89,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3259,1045,SSC21045,Gobarup,LGA21370,10,52.63,58.08,9,47.37,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_325a,1056,SSC21056,Goomalibee,LGA21010,23,54.76,58.08,15,35.71,32.02,4,9.52,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_325b,1060,SSC21060,Gooramadda,LGA23350,27,65.85,58.08,11,26.83,32.02,0,0,3.19,3,7.32,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_325c,1062,SSC21062,Goornong,LGA22620,181,59.74,58.08,95,31.35,32.02,14,4.62,3.19,13,4.29,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_325d,1070,SSC21070,Goughs Bay,LGA24250,41,44.09,58.08,39,41.94,32.02,8,8.6,3.19,5,5.38,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_325e,1075,SSC21075,Gowar East,LGA25810,11,78.57,58.08,3,21.43,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_325f,1681,SSC21681,Mingay,LGA21830,22,88,58.08,3,12,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3260,1082,SSC21082,Granya,LGA26670,16,45.71,58.08,15,42.86,32.02,4,11.43,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3261,1724,SSC21724,Montrose,LGA27450,1971,57.11,58.08,1214,35.18,32.02,126,3.65,3.19,140,4.06,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3262,1085,SSC21085,Grays Bridge,LGA25810,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3263,1090,SSC21090,Great Western,LGA25810,110,56.41,58.08,70,35.9,32.02,9,4.62,3.19,6,3.08,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3264,2611,SSC22611,Vectis,LGA23190,52,53.06,58.08,39,39.8,32.02,4,4.08,3.19,3,3.06,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3265,1089,SSC21089,Gre Gre South,LGA25810,0,0,58.08,5,100,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3266,1096,SSC21096,Greensborough,LGA20660,6402,58.74,58.08,3611,33.13,32.02,367,3.37,3.19,519,4.76,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3267,1101,SSC21101,Greta South,LGA26700,32,47.06,58.08,28,41.18,32.02,4,5.88,3.19,4,5.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3268,1098,SSC21098,Greenwald,LGA22410,16,69.57,58.08,7,30.43,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3269,1099,SSC21099,Grenville,LGA25150,21,58.33,58.08,10,27.78,32.02,0,0,3.19,5,13.89,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_326a,1103,SSC21103,Grey River,LGA21750,0,0,58.08,4,100,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_326b,2714,SSC22714,Wattle Glen,LGA25710,558,55.19,58.08,383,37.88,32.02,28,2.77,3.19,42,4.15,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_326c,426,SSC20426,Bushfield,LGA26730,161,55.14,58.08,108,36.99,32.02,16,5.48,3.19,7,2.4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_326d,1112,SSC21112,Guys Forest,LGA26670,5,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_326e,2636,SSC22636,Wal Wal,LGA25810,11,57.89,58.08,8,42.11,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_326f,454,SSC20454,Campbells Bridge,LGA25810,7,70,58.08,3,30,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3270,1111,SSC21111,Gunyah,LGA26170,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3271,509,SSC20509,Castella,LGA25620,76,54.29,58.08,56,40,32.02,3,2.14,3.19,5,3.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3272,2715,SSC22715,Wattle Hill,LGA21830,7,70,58.08,3,30,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3273,1151,SSC21151,Heathcote,LGA22620,470,52.75,58.08,315,35.35,32.02,42,4.71,3.19,64,7.18,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3274,1134,SSC21134,Harrow,LGA26890,59,57.84,58.08,36,35.29,32.02,4,3.92,3.19,3,2.94,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3275,550,SSC20550,Chinangin,LGA26610,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3276,1136,SSC21136,Hastings,LGA25340,2123,54.72,58.08,1299,33.48,32.02,141,3.63,3.19,317,8.17,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3277,1144,SSC21144,Hawthorn East,LGA21110,4872,61.37,58.08,2446,30.81,32.02,220,2.77,3.19,401,5.05,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3278,1155,SSC21155,Heathmere,LGA22410,53,47.32,58.08,40,35.71,32.02,7,6.25,3.19,12,10.71,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3279,1148,SSC21148,Hazelwood South,LGA23810,82,56.55,58.08,47,32.41,32.02,4,2.76,3.19,12,8.28,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_327a,2725,SSC22725,Weerite,LGA21830,47,61.84,58.08,26,34.21,32.02,0,0,3.19,3,3.95,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_327b,2720,SSC22720,Wedderburn,LGA23940,140,51.66,58.08,93,34.32,32.02,13,4.8,3.19,25,9.23,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_327c,2371,SSC22371,Streatham,LGA20260,40,67.8,58.08,15,25.42,32.02,0,0,3.19,4,6.78,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_327d,1162,SSC21162,Henty,LGA22410,26,74.29,58.08,9,25.71,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_327e,1164,SSC21164,Hepburn Springs,LGA22910,72,44.72,58.08,67,41.61,32.02,15,9.32,3.19,7,4.35,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_327f,1178,SSC21178,Highton,LGA22750,5065,53.18,58.08,3587,37.66,32.02,355,3.73,3.19,517,5.43,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3280,1170,SSC21170,Heyfield,LGA26810,470,58.1,58.08,255,31.52,32.02,32,3.96,3.19,52,6.43,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3281,2729,SSC22729,Welshpool,LGA26170,102,67.11,58.08,44,28.95,32.02,0,0,3.19,6,3.95,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3282,1295,SSC21295,Karnak,LGA26890,6,66.67,58.08,3,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3283,1172,SSC21172,Heywood,LGA22410,423,55.88,58.08,261,34.48,32.02,32,4.23,3.19,41,5.42,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3284,1177,SSC21177,Highlands,LGA25620,28,50,58.08,16,28.57,32.02,9,16.07,3.19,3,5.36,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3285,1180,SSC21180,Hill End,LGA20830,50,65.79,58.08,18,23.68,32.02,0,0,3.19,8,10.53,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3286,1183,SSC21183,Hillside,LGA22110,65,58.56,58.08,40,36.04,32.02,3,2.7,3.19,3,2.7,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3287,1182,SSC21182,Hilldene,LGA24850,95,57.58,58.08,51,30.91,32.02,6,3.64,3.19,13,7.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3288,1187,SSC21187,Hoddles Creek,LGA27450,168,54.55,58.08,102,33.12,32.02,17,5.52,3.19,21,6.82,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3289,1199,SSC21199,Hotspur,LGA22410,17,68,58.08,5,20,32.02,0,0,3.19,3,12,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_328a,1186,SSC21186,Hmas Cerberus,LGA25340,789,88.75,58.08,77,8.66,32.02,16,1.8,3.19,7,0.79,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_328b,2795,SSC22795,Winlaton,LGA26610,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_328c,1195,SSC21195,Hordern Vale,LGA21750,10,37.04,58.08,14,51.85,32.02,0,0,3.19,3,11.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_328d,1202,SSC21202,Howqua,LGA24250,22,55,58.08,18,45,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_328e,1212,SSC21212,Huon,LGA23350,64,54.7,58.08,41,35.04,32.02,5,4.27,3.19,7,5.98,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_328f,1219,SSC21219,Illowa,LGA26730,96,57.83,58.08,57,34.34,32.02,3,1.81,3.19,10,6.02,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3290,2575,SSC22575,Turoar,LGA26610,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3291,1217,SSC21217,Illabarook,LGA22490,3,50,58.08,3,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3292,2790,SSC22790,Windermere,LGA20570,28,49.12,58.08,23,40.35,32.02,3,5.26,3.19,3,5.26,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3293,1221,SSC21221,Indigo Valley,LGA23350,110,63.95,58.08,48,27.91,32.02,11,6.4,3.19,3,1.74,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3294,1228,SSC21228,Invermay Park,LGA20570,526,56.26,58.08,338,36.15,32.02,31,3.32,3.19,40,4.28,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3295,1240,SSC21240,Jack River,LGA26810,39,53.42,58.08,31,42.47,32.02,0,0,3.19,3,4.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3296,2708,SSC22708,Watsonia,LGA20660,1578,61.31,58.08,771,29.95,32.02,91,3.54,3.19,134,5.21,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3297,1225,SSC21225,Inverleigh,LGA26490,465,59.92,58.08,255,32.86,32.02,35,4.51,3.19,21,2.71,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3298,1312,SSC21312,Kellalac,LGA27630,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3299,1226,SSC21226,Inverloch,LGA20740,1050,50.6,58.08,811,39.08,32.02,111,5.35,3.19,103,4.96,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_329a,1234,SSC21234,Irrewillipe,LGA21750,38,50,58.08,35,46.05,32.02,0,0,3.19,3,3.95,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_329b,1243,SSC21243,Jam Jerrup,LGA20740,27,60,58.08,15,33.33,32.02,0,0,3.19,3,6.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_329c,1237,SSC21237,Ivanhoe,LGA20660,3877,58.74,58.08,2191,33.2,32.02,189,2.86,3.19,343,5.2,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_329d,1252,SSC21252,Jeeralang Junction,LGA23810,146,53.48,58.08,102,37.36,32.02,8,2.93,3.19,17,6.23,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_329e,1242,SSC21242,Jacob Creek,LGA20830,3,30,58.08,7,70,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_329f,2737,SSC22737,Werribee South,LGA27260,496,61.85,58.08,217,27.06,32.02,30,3.74,3.19,59,7.36,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a0,1265,SSC21265,Joyces Creek,LGA25430,8,72.73,58.08,3,27.27,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a1,2503,SSC22503,Timboon,LGA21830,293,53.18,58.08,194,35.21,32.02,41,7.44,3.19,23,4.17,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a2,2378,SSC22378,Summerlands,LGA20740,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a3,1945,SSC21945,Noorinbee,LGA22110,17,45.95,58.08,13,35.14,32.02,4,10.81,3.19,3,8.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a4,1250,SSC21250,Jarvis Creek,LGA26670,16,64,58.08,9,36,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a5,1256,SSC21256,Jeparit,LGA22980,85,48.85,58.08,57,32.76,32.02,8,4.6,3.19,24,13.79,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a6,1329,SSC21329,Kew East,LGA21110,1873,56.09,58.08,1227,36.75,32.02,77,2.31,3.19,162,4.85,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a7,1258,SSC21258,Jeruk,LGA21270,0,0,58.08,3,100,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a8,1259,SSC21259,Jil Jil,LGA21270,10,76.92,58.08,3,23.08,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32a9,1261,SSC21261,Joel Joel,LGA25810,7,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32aa,1263,SSC21263,Johanna,LGA21750,17,48.57,58.08,18,51.43,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32ab,1266,SSC21266,Jumbuk,LGA23810,6,42.86,58.08,5,35.71,32.02,3,21.43,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32ac,1966,SSC21966,Nug Nug,LGA20110,7,58.33,58.08,5,41.67,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32ad,1272,SSC21272,Kaarimba,LGA24900,42,85.71,58.08,7,14.29,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32ae,1289,SSC21289,Kanya,LGA25810,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32af,2779,SSC22779,Williamstown North,LGA23110,485,61.16,58.08,234,29.51,32.02,14,1.77,3.19,60,7.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b0,2910,SSC22910,Yellingbo,LGA27450,172,59.11,58.08,89,30.58,32.02,15,5.15,3.19,15,5.15,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b1,1274,SSC21274,Kalimna,LGA22110,227,48.92,58.08,178,38.36,32.02,29,6.25,3.19,30,6.47,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b2,1275,SSC21275,Kalimna West,LGA22110,36,52.94,58.08,26,38.24,32.02,0,0,3.19,6,8.82,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b3,1279,SSC21279,Kalorama,LGA27450,397,58.21,58.08,228,33.43,32.02,23,3.37,3.19,34,4.99,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b4,1303,SSC21303,Kawarren,LGA21750,39,47.56,58.08,35,42.68,32.02,3,3.66,3.19,5,6.1,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b5,1280,SSC21280,Kalpienung,LGA21270,7,53.85,58.08,3,23.08,32.02,3,23.08,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b6,1313,SSC21313,Kelvin View,LGA26430,19,57.58,58.08,7,21.21,32.02,3,9.09,3.19,4,12.12,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b7,2205,SSC22205,Russells Bridge,LGA22490,14,41.18,58.08,20,58.82,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b8,1286,SSC21286,Kangaroo Ground,LGA25710,302,56.87,58.08,193,36.35,32.02,13,2.45,3.19,23,4.33,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32b9,1290,SSC21290,Kanyapella,LGA21370,30,75,58.08,10,25,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32ba,2655,SSC22655,Walwa,LGA26670,51,62.96,58.08,24,29.63,32.02,3,3.7,3.19,3,3.7,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32bb,2491,SSC22491,Thologolong,LGA26670,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32bc,1294,SSC21294,Kariah,LGA21830,34,65.38,58.08,12,23.08,32.02,6,11.54,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32bd,1306,SSC21306,Keilor,LGA21180,1717,58.4,58.08,998,33.95,32.02,92,3.13,3.19,133,4.52,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32be,1308,SSC21308,Keilor East,LGA25060,4009,59.56,58.08,2138,31.76,32.02,205,3.05,3.19,379,5.63,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_32bf,1317,SSC21317,Kennett River,LGA21750,19,73.08,58.08,7,26.92,32.02,0,0,3.19,0,0,6.71,2016
